name,address,characteristics,time,transport,tags,reference
一風堂-微風台北車站店,無提供地址資訊,一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,週一至週日 10:00 - 22:00(閉店前30分鐘為最後點餐),台北車站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi   
一風堂-微風中研院店,115台北市南港區中研里,一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,11:00～20:30（Last Order20:00）,中研院學術活動中心,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi   
一風堂EXPRESS-微風南山,無提供地址資訊,此店位於微風南山B2。一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,11:00-22:00(21:30last order),微風南山,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
Le Ming 麵食精釀餐酒館-中山店,無提供地址資訊,開業於2020年5月，店主插旗中山拉麵戰區，本店的湯體是使用西式手法調理並以干貝雞湯為主體，是目前少見以魚介雞湯系為主的拉麵店，店內亦有販售沾麵及啤酒，詳情可察看下方網友食記。,17:30~22:00,屯京拉麵,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #雞白 #干貝雞 #可訂位 ,何柏賢 - 松露干貝雞拉麵   https://bit.ly/3i3nsbF   Yu-Ro Tsai - 干貝松露雞拉麵   https://bit.ly/3hwYBgW   CiaoXuan Lin - 松露干貝雞湯拉麵   https://bit.ly/2YOc5OQ   
樂麵屋-永康店,無提供地址資訊,樂麵屋是台灣第一家讓客人選擇自己喜歡口味的拉麵店，讓客人覺得吃完麵之後覺得滿足又幸福是我們唯一的目標，所以我們在各個環節都用最龜毛的方式去做！,11:30~21:00 (Last Order 20:30),永康商圈／捷運東門站-4號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無限免費加麵 #限定,Cama Lin - 二郎風蒜味拉麵   https://bit.ly/3ktQW55   Shih-Yao Lin - 綜合赤味增   https://bit.ly/2OGrt7D   
樂麵屋-永康公園店,106台北市大安區永康街10巷3號,樂麵屋是台灣第一家讓客人選擇自己喜歡口味的拉麵店，讓客人覺得吃完麵之後覺得滿足又幸福是我們唯一的目標，所以我們在各個環節都用最龜毛的方式去做！,週日~四 11:30~21:00 (Last Order 20:30)週五~六 11:30~21:30 (Last Order 21:00),永康商圈／捷運東門站-4號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無限免費加麵 #限定,Shih-Yao Lin - 綜合赤味增   https://bit.ly/2OGrt7D   
樂麵屋-西門店,108台北市萬華區昆明街25號,公司創立於2006年，樂麵店目前有六家店，本店位於西門町鬧區，主打日式湯頭、無限加麵。大部份麵友們的評價評斷此間湯頭偏台日混合豚骨，加上不定時推出的限定麵食，深受學生以及上班族喜愛，本店限定是二郎風拉麵，詳情可察看下方網友食記。,11:00–21:30(Last Order 21:00),板橋車站／板橋捷運站步行1分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無限加麵 #二郎風,Cama Lin - 二郎風蒜味拉麵   https://bit.ly/3ktQW55   
樂麵屋-南港中信店,115台北市南港区经贸二路166號中國信託金融園區A棟2樓,樂麵屋是台灣第一家讓客人選擇自己喜歡口味的拉麵店，讓客人覺得吃完麵之後覺得滿足又幸福是我們唯一的目標，所以我們在各個環節都用最龜毛的方式去做！,11:30-21:00(Last Order 20:30),中國信託金融園區／捷運南港軟體園區站-2號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無限免費加麵 #限定,Max Lin - 厚豚煮干醬油拉麵   https://bit.ly/2vLQAyV   
花月嵐-西門武昌店,無提供地址資訊,主打為大蒜拳骨拉麵（或是炒飯），全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,週日至週四: 11:00–22:00週五至週六: 11:00–23:00,西門町／捷運西門站-6號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #大蒜 #限定 #炒飯,孫麗瑩 - 叉燒加量原湯拉麵   http://bit.ly/2MHQIGe   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   黃傑夫 - 紅魔鬼大蒜味噌担担麵   https://bit.ly/2qDINA3   
花月嵐-信義威秀店,無提供地址資訊,主打為大蒜拳骨拉麵（或是炒飯），全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,週一至週五: 11:00–22:00週六至週日: 10:00–23:00,信義威秀／捷運市政府站、台北101世貿站-5號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #大蒜 #限定 #炒飯,孫麗瑩 - 叉燒加量原湯拉麵   http://bit.ly/2MHQIGe   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   黃傑夫 - 紅魔鬼大蒜味噌担担麵   https://bit.ly/2qDINA3   
花月嵐-松山車站店,無提供地址資訊,主打為大蒜拳骨拉麵（或是炒飯），全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,11:00–21:00,松山車站／捷運松山站-4號出口、台鐵松山站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #大蒜 #限定 #炒飯,孫麗瑩 - 叉燒加量原湯拉麵   http://bit.ly/2MHQIGe   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   黃傑夫 - 紅魔鬼大蒜味噌担担麵   https://bit.ly/2qDINA3   
花月嵐 內湖大潤發店,無提供地址資訊,主打為大蒜拳骨拉麵（或是炒飯），全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,11:00–21:00,台北花市/公車新湖三路口站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #大蒜 #限定 #炒飯,孫麗瑩 - 叉燒加量原湯拉麵   http://bit.ly/2MHQIGe   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   黃傑夫 - 紅魔鬼大蒜味噌担担麵   https://bit.ly/2qDINA3   
花月嵐 台北凱撒店,無提供地址資訊,主打為大蒜拳骨拉麵（或是炒飯），全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,週日至週四: 11:00–22:00週五至週六: 11:00–22:30,凱撒大飯店／台北車站-M6出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #大蒜 #限定 #炒飯,孫麗瑩 - 叉燒加量原湯拉麵   http://bit.ly/2MHQIGe   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   黃傑夫 - 紅魔鬼大蒜味噌担担麵   https://bit.ly/2qDINA3   
力量拉麵 (仁愛創始店),106台北市大安區仁愛路四段48巷30-1號,開業於2018年7月，港式煲湯手法、以藥饍入湯的創意拉麵店家，湯底呈古早豚骨濃厚味覺，此店亦有雞白湯可嘗試，詳情可察看下方網友食記。,11:30–15:00、17:00–21:30週日 未營業,仁愛醫院步行3分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞白 #港式 #煲湯,Stars Yang - 豚骨醬油   https://bit.ly/2zsfqcg   林孝賢 - 特製豚骨鹽味拉麵   http://bit.ly/2wcU8tc   
力量拉麵-安和店,106台北市大安區安和路二段165號,安和店開業於2019年4月，港式煲湯手法、以藥饍入湯的創意拉麵店家，湯底呈古早豚骨濃厚味覺，此店亦有雞白湯可嘗試，詳情可察看下方網友食記。,11:30–15:00、17:00–21:30,安和路二段,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #煲湯,Stars Yang - 豚骨醬油   https://bit.ly/2zsfqcg   林孝賢 - 特製豚骨鹽味拉麵   http://bit.ly/2wcU8tc   
力量拉麵-內湖店,114台北市內湖區瑞光路251號,內湖店開業於2019年7月，港式煲湯手法、以藥饍入湯的創意拉麵店家，湯底呈古早豚骨濃厚味覺，此店亦有雞白湯可嘗試，詳情可察看下方網友食記。,11:30–15:00、17:00–21:30,文德三號公園／北一家,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #煲湯,Stars Yang - 豚骨醬油   https://bit.ly/2zsfqcg   林孝賢 - 特製豚骨鹽味拉麵   http://bit.ly/2wcU8tc   
濟善老麵,108台北市萬華區艋舺大道120巷11弄1號,開業於2018年11月，原為承恩老麵，因承恩門附近進行都市更新，故搬遷至現址並更名，湯頭是以雞清湯為主軸，是台灣目前少見的雞清湯淡麗系味道，本店的老雞湯麵採三層轉味設計，極黑羽為每日十食的烏骨雞限定，均為佳作，詳情可察看下方網友食記。,12:00–14:30、17:30–21:30週日 公休,萬華車站步行3分,#ramentw #台灣拉麵愛好會 #拉麵 #雞清 #淡麗 #烏骨雞,Yu-Ro Tsai - 極黑羽2.0烏骨雞拉麵   https://bit.ly/3hqT5Nk   黃宣蒲 - 極黑羽拉麵   https://bit.ly/3ccLk9W   柯安妮-老雞湯麵、極黑羽2.0   http://bit.ly/398GR6Q   
一前一町拉麵,無提供地址資訊,以雞湯與魚湯為主打的店家，內裝寬敞明亮，有4人桌，適於小聚；不論是招牌的雞湯或魚湯都有野菜與蒜味版本可供選擇，其叉燒除了一般常見的雞肉叉燒外，較為特別的是其有牛肉叉燒可供選擇。,11:00~14:00、17:00~20:00週六、日 休息,內湖科學園區／捷運港墘站-1號出口,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯 #雞魚,林英傑 - 牛雞叉燒雙拼拉麵（雞魚雙湯）   https://bit.ly/37RZNJQ   朱禾 - 招牌雞汁白湯拉麵   https://bit.ly/3bINYUP   Sky Walker-雞牛叉燒雙拼拉麵   http://bit.ly/2NiJtH1   
誠屋拉麵-中山本店,無提供地址資訊,是以牛骨湯頭為主軸的店家，牛骨清爽，配菜多變的店家，店內除了有雞骨牛骨等品項，也有台灣限定的肉味噌等，同時其亦有擔擔麵與叉燒丼飯等選擇，相當多變。,周日~四 11:00–22:30週五~六 11:00–00:00,馬偕紀念醫院／捷運雙連站,#ramentw #台灣拉麵愛好會 #牛骨 #擔擔麵,Wanyu Chen - 牛骨白湯拉麵   https://bit.ly/382YEgA   朱禾 - 牛骨白湯   https://bit.ly/2C6u9KR   黃宣蒲 - 特製叉燒雞白湯拉麵、辣味雞白湯拉麵   https://bit.ly/2XAUERt   
誠屋拉麵-大直店,10491台北市中山區敬業三路123號愛買,本店位於ATT 4 Recharge 6樓。此店是以牛骨湯頭為主軸，牛骨湯頭清爽，深受顧客好評，店內除了有雞骨牛骨等品項，也有台灣限定的肉味噌等，同時其亦有擔擔麵與叉燒丼飯等選擇，品項豐富相當多變。,11:00~21:00(Last Order 21:00),ATT 4 Recharge,#ramentw #台灣拉麵愛好會 #牛骨 #擔擔麵,朱禾 - 牛骨白湯   https://bit.ly/2C6u9KR   黃宣蒲 - 特製叉燒雞白湯拉麵、辣味雞白湯拉麵   https://bit.ly/2XAUERt   吳俊青 - 牛骨白湯拉麵   https://bit.ly/2O8cSBh   
山頭火拉麵-京站店,無提供地址資訊,位於京站B3美食街。來自日本北海道旭川的Santouka山頭火於1988年成立，並於2012年登陸台灣，目前於日本全國和全球有超過51家分店，山頭火亦盡力將最傳統和一貫的高品質拉麵帶給大家品嚐。,週日~週四11:00 - 21:30週五~週六11:00 - 22:00,京站／捷運台北車站地下街京站出口,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,Stars Yang - 味噌拉麵(小)   http://bit.ly/2vDfWCm   Claire Chen - 特選豬頰肉拉麵、辣味噌沾麵   http://bit.ly/2VC685S   Stars Yang - 腰內肉套餐組合   https://bit.ly/2MBtLbE   
山頭火拉麵-sogo復興1號店,無提供地址資訊,來自日本北海道旭川的Santouka山頭火於1988年成立，並於2012年登陸台灣，目前於日本全國和全球有超過51家分店，山頭火亦盡力將最傳統和一貫的高品質拉麵帶給大家品嚐。,週日~週四11:00 - 21:30週五~週六11:00 - 22:00,SOGO BR4／捷運忠孝復興站-2號出口,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,Stars Yang - 味噌拉麵(小)   http://bit.ly/2vDfWCm   Claire Chen - 特選豬頰肉拉麵、辣味噌沾麵   http://bit.ly/2VC685S   Stars Yang - 腰內肉套餐組合   https://bit.ly/2MBtLbE   
荷麵亭 Hasumentei,111台北市士林區中山北路五段505巷42弄2號,日本師傅對拉麵的堅持，純正日式口味拉麵。專門提供昭和四、五十年代的口味，類似昭和時期的尾道流，非泡系濃厚系，是一間懷舊復古風格的拉麵店。,11:45~13:45；17:15~19:45週一、二 公休,士林夜市商圈／士林捷運站,#ramentw台北 #台灣拉麵愛好會 #拉麵 #豚骨 #加麵二球免費,吳俊青 - 濃厚塩味豚骨   https://bit.ly/2B62oRD   Max Lin - 濃厚豚骨   https://bit.ly/2vFtvOq   Realthee Chou -塩味豚骨   https://bit.ly/2B7bspz   
Due italian,110台北市信義區松高路19號,來自於東京，東京米其林必比登連三年推薦拉麵店，餐點別出心裁、擺盤秀雅的拉麵店，招牌是以鹽味為主體的生火腿起司拉麵，座位上則有吧檯與一般美食街常見的四人桌，隔壁即為A4附設超市。,週日-四 10:00–21:30週五、六10:00–22:00,新光三越A4館B2／捷運市政府站,#ramentw #台灣拉麵愛好會 #拉麵 #雞清 #義式,陳灝儒 - 生火腿起司拉麵   https://bit.ly/2Xtsgjf   Stars Yang -起司拉麵+濃厚系白色雞湯拉麵   http://bit.ly/32V6p5M   Max - 生火腿起司拉麵   https://bit.ly/2Psh6EK   
宮內屋豚骨らーめん,111台北市士林區通河街64號,2020年5月遷移至現址。日本女婿&台灣媳婦的日本豚骨らーめん♡拉麵！堅持熬10小時的豚骨高湯不加人工調味料的良心商家！はじめましてよろしくお願いします！因現控湯頭製作數量有限，每日限量60碗。,11:30 - 20:30週日 公休,劍潭青年活動中心／劍潭捷運站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #咖哩飯 #蝦仁餛飩 #真果實冰淇淋,黃宣蒲 - 豚骨拉麵   https://bit.ly/3aXUqGQ   吳俊青 - 豚骨拉麵   https://bit.ly/2B5NaMs   Yuki Li - 豚骨魚介拉麵   https://bit.ly/2OzuqHb   
麵試十一次,105台北市松山區健康路68號之3號,開幕於2020年1月16日，主軸為雞湯味，詳情可察看下方網友食記。,11:30~14:30 、17:30~20:30週六、日 不定休,胖老爹健康路店,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,徐煜傑 - 鹽味黃金雞湯麵   https://bit.ly/2NwzPA7   Jimmy Lai - 鹽味黃金雞湯麵、黑醬炙燒雞拌麵   https://bit.ly/3epircn   高晉 - 鹽味黃金雞湯麵   https://bit.ly/3bxyp2Z   
麵屋川去 MENYA Kawasari,105台北市松山區敦化北路222巷16號,於2020年1月開業，為淡麗系魚介雞湯為主的沾麵店，亦有販售醬油拉麵，詳情可察看下方網友食記。,11:30~14:00、17:30~20:00週日 公休,民有三號公園,#ramentw #台灣拉麵愛好會 #沾麵 #魚介雞 #拉麵 #醬油,Christine Wang - 川去沾麵   http://bit.ly/3axwKcC   蔡旻原 - （魚介雞骨）沾麵   http://bit.ly/3a3zqyq   Dwayne Weng - 川去沾麵   http://bit.ly/31pdpXF   
初 拉麵&煎餃,無提供地址資訊,巷弄內的樸實小店，店主原在美濃屋修業，傳承自美濃屋的味覺，因此招牌亦為標準的喜多方拉麵，有著淡麗的鹹味與豚骨感受；此外其煎餃內包有胡椒，食用時相當有趣。,11:30–14:00、17:30–21:00週日 公休,金峰滷肉飯／捷運中正紀念堂站 - 2號出口,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #喜多方,周子淳 - 叉燒味噌拉麵   https://bit.ly/2EQyqDB   邱炳憲 - 喜多方醬油   https://bit.ly/2AWPZNF   Daidai Huang - 喜多方醬油   https://bit.ly/2wuL97E   
海拉麵,106台北市大安區浦城街59號,以雞湯為主打的平價店家，同時亦有鰹魚、醬油等口味可供選擇，店內座位主為吧檯式。,"週二-日 11:30–14:00, 17:00–20:30",台灣金融研訓院／捷運台電大樓站-三號出口,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #雞魚,Nash Hsu - 招牌雞汁白湯拉麵   https://bit.ly/2PQu8kb   陳盈璋 - 特製魚雞雙湯拉麵   https://bit.ly/2DIsxpt   
北海道札幌拉麵羽畠食堂,105台北市松山區民生東路四段79號,由原「千歲軒」大廚畠山大樹所開立的北海道札幌拉麵，延續著千歲軒的味道，原汁原味的北海道滋味。,週一-六 11:30–15:00、17:00–20:00週日 公休,中山國中站/小巨蛋站/長庚醫院,#ramentw #台灣拉麵愛好會 #拉麵  #豚骨,Chih-Hung Weng - 鹽味拉麵、味噌拉麵   http://bit.ly/2J04JOh   
黑曜麵屋,112台北市北投區尊賢街206巷2號,開業於2019年11月，以豚骨湯為主體的拉麵店，味道屬於台式風格，叉燒肉為此店的特色，詳情可察看下方網友食記。,11:00~21:00,曹家刈包,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
一真亭ラーメン,110台北市信義區忠孝東路五段71巷3弄2號1樓,開業於2019年6月，是由前一休拉麵的廚師所開設的店舖，湯頭是以豚骨系為主，湯體風格為九州風與久留米風，平實的價格與美味，深受附近居民與麵友們喜愛，詳情可察看下方網友食記。,11:00–14:00、17:00–21:00,松山消防局／捷運象山站步行10分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #久留米,蔡葆淇 - 夏日限定冷麵   https://bit.ly/3e507W5   Brian Chen - 白湯 豚骨拉麵   http://bit.ly/2L7XAi3   David Hsu - 白湯 豚骨糖心蛋拉麵＼叉燒飯   http://bit.ly/2FowEGY   
餃 麵,111台北市士林區天母西路13巷1-1號,開幕於2018年4月(未確認)，販售雞濃湯的拉麵，介於比一般台式雞湯濃，比日式濃雞湯略淡的湯底，除此之外，兼有販售煎餃。,17:30~21:00,天母商圈，中信商銀斜對面巷弄內,#ramentw #台灣拉麵愛好會 #拉麵 #雞濃湯,Ernest Eli - 原味雞濃湯麵   http://bit.ly/2wFSUb6   Stars Yang - 原味雞濃湯麵   http://bit.ly/2NY9Gbr   Candy Yang - 輕花椒雞濃湯麵/鳳梨醬油雞濃湯麵   http://bit.ly/2QacJlR   
六丁目拉麵,114台北市內湖區民權東路六段215號,台北內湖在地的特色店家，定番價格約200~300間，除了一般的豚骨醬油與味噌外，不定時會有限定菜單，此外特別注意店家無晚餐時段，且無接待8歲以下孩童。,週五~日 11:00~14:00週一~四 公休,捷運東湖站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Chih-Hung Weng - 味噌燒牛肉拉麵／元祖叉燒拉麵   https://bit.ly/2Pslkjj   
百八龍拉麵,111台北市士林區大東路133號,百八龍自家製麵在日本已經營業超過五十年，特別選用北海道麵粉製麵，麵體有柚香氣是其特色，自己熬煮豚骨湯完全無其他添加物。,12:00 - 21:30,士林夜市商圈／士林捷運站,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #柚香 #豚骨,Raven Chen - 豚骨鹽味拉麵   https://bit.ly/2K8lIzn   吳俊青 - 豚骨鹽味拉麵   https://bit.ly/2vCoKFo   阮偉程 - 豚骨鹽味拉麵   https://bit.ly/2B78CAE   
一騎札幌拉麵,105台北市松山區延壽街436號,2020年9月於現址重開。來自日本北海道札幌的味噌拉麵，除了有味噌口味外，也另外有著醬油、麻辣等口味，此外也有味噌奶油玉米與梅鹽等較為少見的口味。,11:00~22:00,大同大學／捷運民權西路站-9號出口,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Candy Yang－梅鹽拉麵／一騎拌拌麵／一騎沾麵   http://bit.ly/2PlhqX2   
神山拉麵-台北店,無提供地址資訊,神山智博社長一手創立，總店起源於日本大阪，於日本已有多家分店，在台灣是少數有複數店面(台北、彰化)的家系拉麵。店內除了拉麵外，也有提供定食。,11:00～14:00，17:00～21:00,松江市場/捷運行天宮站,#ramentw #台灣拉麵愛好會 #拉麵  #豚骨 #家系,Stars Yang - 豚骨醬油   http://bit.ly/2Pv26Ge   James Yeh - 神山招牌拉麵   http://bit.ly/2NO8VlJ   
